;name;country_code;country;hobbies;education;hero;influence;philosophy;slug_game;game_year
6258;SETEFANO Theresa;NZL;New Zealand;Doing puzzles;Studied Health Science at the University of Auckland (NZL);Basketball player Michael Jordan (USA), six-time National Basketball Association (NBA) champion with the Chicago Bulls (1991-93, 1996-98), two-time Olympic gold medallist (1984, 1992);"Her family. ""They are my biggest critics, but also my biggest supporters. Everything I do is because of them and I'm truly grateful to have such an amazing support system."" (myInfo)";"""You only live once, but if you do it right, once is enough."" (myInfo)";paris-2024;2024
6273;BRUCE Lauren;NZL;New Zealand;Baking;Graduated in 2018 with a Bachelor of Science degree from Lincoln University (Canterbury, NZL);"Artistic gymnast Simone Biles (USA), seven-time Olympic medallist (four gold, one silver, two bronze); 30-time world championship medallist (23 gold, four silver, three bronze). </p><p>Hammer thrower Koji Murofushi (JPN), two-time Olympic medallist (2004 gold, 2012 bronze), three-time world championship medallist (2011 gold, 2001 silver, 2003 bronze).</p><p>Shot putter Tom Walsh (NZL), two-time Olympic bronze medallist (2016, 2020), two-time world championship medallist (2017 gold, 2019 bronze), five-time world indoor championship medallist (two gold, one silver, two bronze)";Coach Dale Stevenson (AUS);"""Don't push the river."" (myInfo)";paris-2024;2024
6276;AYRIS Imogen;NZL;New Zealand;Reading (prefers fiction) and walks. “It’s my time. I just put my headphones in and it’s really good for my active recovery to just go for a walk, stretch the legs and clear the mind.” (auckland.ac.nz, 29 Jun 2022);Pursuing a Bachelor of Science degree in Exercise Science from the University of Auckland (NZL) - took a break from her studies to focus on the 2024 Olympic Games;Pole vaulter Eliza McCartney (NZL), 2016 Olympic bronze medallist, 2024 World Championships silver medallist, 2018 Commonwealth Games silver medallist;"Her father. “He was the most amazing dad I could have wished for. He was so funny, loving and caring. Without doubt, he was my biggest inspiration.""  (newsroom.co.nz, 25 Mar 2021)";"A phrase she got from her dad before a competition, who got it from his dad (her grandfather). ""You can only do your best, boy."" (newsroom.co.nz, 25 Mar 2021)";paris-2024;2024
6298;HAN Xuezhen;CHN;China;Trying new experiences, collectibles;Physical Education at Zhengzhou University, People's Republic of China;Boxer Mike Tyson (USA), the undisputed world heavyweight champion from 1987 to 1990. Won his first 19 professional fights by knockout, 12 of them in the first round. At 20 years, four months, and 22 days old, he holds the record as the youngest boxer to win a heavyweight title;"Coach Raul Angel Fernandez Liranza. ""He not only helped me improve in training, but also gave me a better understanding of boxing and more knowledge about sports. He taught me to persist, to keep learning, and to learn endlessly."" (Athlete, 24 Sep 2023)";"""When you encounter the most difficult situation, are under the greatest pressure, and are almost unable to hold on, you are actually only one step away from success."" (Athlete, 24 Sep 2023)";paris-2024;2024
6325;WILSON Philli;NZL;New Zealand;Sports, spending time with friends;Graduated with Bachelor's degree in Sport and Exercise at Massey University (NZL);Rower Hamish Bond (NZL), three-time Olympic champion (2012, 2016, 2020), eight-time world champion. In cycling, 2018 Commonwealth Games time trial bronze medallist;His parents;"""You can always go deeper into the hurt locker."" (Athlete, 19 Jul 2021)";paris-2024;2024
6346;KIM Jaewon;KOR;Korea;Watching football, watching films;Physical Education at the Cheongju University (KOR);Fencer Geza Imre (HUN), four-time Olympic medallist (two silver, two bronze), five-time Olympian (1996, 2004, 2008, 2012, 2016), 10-time world championship medallist (four gold, two silver, four bronze);High school coach Park Sang-Seon;"""If you don't do anything, nothing will happen."" (Athlete, 25 Sep 2023)";paris-2024;2024
6348;OH Sanguk;KOR;Korea;Gaming;Physical Education at Daejeon University (KOR);Fencer Kim Jung-Hwan (KOR), four-time Olympic sabre medallist (two gold, two bronze), six-time world championship medallist (four gold, one silver, one bronze).</p><p>Fencer Gu Bon-Gil (KOR), two-time Olympic sabre team champion (2012, 2020), 10-time world championship medallist (four gold, four silver, two bronze);Middle school coach Park Jong-Han;"""If somebody says fencing, I want to be the person that immediately comes to mind."" (sportschosun.com, 28 Apr 2021)";paris-2024;2024
6391;YIN Mengdie;CHN;China;Listening to music, travel;Studied Physical Education at Shandong Sport University (Jinan, CHN);Canoe sprint paddler Lisa Carrington (NZL), six-time Olympic medallist (five gold, one bronze) over three Olympic Games (2012, 2016, 2020), 22-time world championship medallist (15 gold, five silver, two bronze);Her mother;"""Persevere to the end bravely, even if the storm is fierce."" (hangzhou2022.cn)";paris-2024;2024
6462;HAN Juyeo;KOR;Korea;Listening to music - likes Royal44, Korean music;Graduated March 2022 at Yong In University (KOR);Judoka Tato Grigalashvili (GEO), 2020 Olympian, three-time world championship -81kg medallist (three gold, one silver), four-time European championship -81kg medallist (three gold, one silver);2018 World Champion An Chang-Rim (KOR);"""Have a strong mental attitude."" (Athlete, 5 Jul 2024)";paris-2024;2024
6533;MORILLO Moira;DOM;Dominican Republic;Eating and hanging out with friends, going to church;Bachelor's degree in Business Administration;Hurdler Felix Sanchez (DOM), two-time Olympic 400m hurdles champion (2004, 2012), three-time world championship medallist (two gold, one silver).</p><p>Sprinter Marileidy Paulino (DOM), two-time 2020 Olympic silver medallist (400m, 4x400m mixed relay), three-time world championship medallist (two gold, one silver);Her family and her partner Jose Nova;"""Nothing is impossible in the eyes of God, it is difficult but not impossible and never say never."" (Athlete, 19 Jul 2024)";paris-2024;2024
6555;LASSO Erika;COL;Colombia;Music, TV, family time;Graduated in Professional Business Administration from the Institucion Universitaria Escuela Nacional del Deporte (National Sports School) in Cali (COL);Judoka Yuri Alvear (COL), two-time Olympic -70kg medallist (2016 silver, 2012 bronze), six-time world championship medallist (three gold, three bronze);"""My mother and my grandmother are my motivation to achieve my dreams."" (Athlete, 25 May 2024)";"""More faith, less fear."" (Athlete, 25 May 2024)";paris-2024;2024
6561;FLORENTINO Robert;DOM;Dominican Republic;Watching series;Degree in nutrition;"Judoka Masashi Ebinuma (JPN), two-time Olympic -66kg  bronze medallist (2012, 2016), three-time world champion (2011, 2013, 2014).</p><p>Boxer Saul ""Canelo"" Alvarez (MEX), super middleweight undisputed champion of the world (2021); won titles in four different classes (super middleweight, junior middleweight, middleweight, light heavyweight) with a career record of 61-2-2 with 39 knockouts.</p><p>Baseball player Juan Soto (DOM)";"""My parents are my main driving force, my partner for always accompanying me in my life and in my goals and also Sugoi Uriarte who inspires me to be better every day."" (Athlete, 28 Jun 2024)";With hard work and discipline we will get to the top. (Athlete, 28 Jun 2024);paris-2024;2024
6589;NIKOLAOU Konstantia;CYP;Cyprus;Photography, reading, writing, cooking, theatre, music, dancing, gardening, spending time with children and animals;Sports Science and Physical Education at European University (CYP);"Herself. ""I have faced a lot of difficulties in life, such as depression, anorexia, domestic violence and health issues. So I made myself as my hero, wear my Cyprus flag as my cape and watch myself succeeding in my dreams and goals. My idols are every human being who struggles in silence and keeps rising from the ashes, even if that seems the hardest part. People with disabilities or other non-obvious challenges, such as depression."" (Athlete, 4 Jul 2024)";"Her mentor and personal trainer, Erini Panteli. ""She is like a lighthouse for many people, she guides us without anything in return. She acts in silence and with compassion. She is kind, and it is what she reflects to humanity. She is like a second mum for me. I'm grateful and blessed to have met her."" (Athlete, 4 Jul 2024)";"""As I can never give up, I rise."" (Athlete, 4 Jul 2024)</p><p>""Be kind because you know nothing about the battles someone is dealing with."" (Athlete, 4 Jul 2024)";paris-2024;2024
6624;ALTUKHOVA Arina;KAZ;Kazakhstan;Listening to music, playing with friends, reading (detective stories);Studies Physical Education and Sports at the Faculty of Medicine of Al-Farabi Kazakh National University (KAZ);Shooter Sergei Martynov (BLR), three-time Olympic medallist (one gold, two bronze), six-time Olympian (1988, 1996, 2000, 2004, 2008, 2012), eight-time world championship medallist (six gold, two silver).</p><p>Shooter Sergey Kamenskiy (RUS), three-time Olympic medallist (two silver, one bronze), six-time world championship medallist (two gold, two silver, two bronze);Her mother and her coach;"""If you don't roll, you won't shoot."" (Athlete, Feb 2024)";paris-2024;2024
6625;LE Alexandra;KAZ;Kazakhstan;Listening to music, drawing, meditation;Studying Business Engineering at the Setbayev University (Almaty, KAZ);Shooter Olga Dovgun (KAZ), four-time Olympian (2000, 2004, 2008, 2012), five-time world championship medallist (two gold, one silver, two bronze);"Her coach Olga Dovgun. ""She is an example for me."" (Athlete, 11 Feb 2024)</p><p>Her husband Timofeyev Matvey. ""He always supports me and he is also a shooting athlete."" (Athlete, 11 Feb 2024)";"""Go forward, never give up."" (Athlete, 11 Feb 2024)";paris-2024;2024
6678;KHALZOVA Valentina;KAZ;Kazakhstan;Reading books, spending time with her family;Studied Physical Education and Sports at Kokshetau University (Kokshetau, KAZ);Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century;Her father;"""Always be on top."" (Athlete, 27 Jun 2024)";paris-2024;2024
6701;BARWINSKA Agata;POL;Poland;Road cycling, DIY of any kind, wing foiling, any water sport that kicks her adrenaline;Physiotherapy at AWFiS Gdańsk (POL);Sailor John Bertrand (AUS) 1976 Olympic bronze medallist (Finn class), 1983 America's Cup winner for Australia, ending the USA's 132-year winning streak;Her sister;"""Success is simply the extension and utilisation of an entire series of failures.""</p><p>""Happiness is not a station you arrive at, but a manner of traveling."" (Athlete, 15 Jun 2024)";paris-2024;2024
6723;WIERZBICKI Szymon;POL;Poland;Road cycling, badminton, engineering, triathlon;Graduated in 2015 with a Bachelor's degree and in 2017 with a Master of Science in Biomedical Engineering from Poznan University of Technology (POL);Tennis player Roger Federer (SUI), 20-time Grand Slam singles champion, 2008 Olympic doubles champion, 2012 Olympic singles silver medallist;His mother, she encouraged him to continue sailing when he wanted to quit;"""Man's greatest gift is the ability to make mistakes. And his greatest wisdom is to learn from them."" (Athlete, 5 July 2024)";paris-2024;2024
6740;BADAWI Fares;PLE;Palestine;"""Besides Judo, I really enjoy reading books, especially self-development and religious books. I am also very interested in painting with watercolors and aquarelle. Additionally, I like cooking and doing a bit of programming."" (Athlete, 11 Jul 2024)";Currently studying Civil Engineering at TU Braunschweig and pursuing a master's degree. In the sixth semester of his masters program;Judoka An Chang-Rim (KOR), 2020 Olympic -73kg bronze medallist, three-time world championship -73kg medallist (one gold, two bronze);"""My mother. She had a difficult past and is mentally very strong. She always supported me and was by my side."" (Athlete, 11 Jul 2024)";"""My philosophy in Judo is to never give up. As described in the Quran, a person gets only what they strive for, and the results of their efforts will be seen."" (Athlete, 11 Jul 2024)";paris-2024;2024
6785;BRES Klaudia;POL;Poland;Books, music, travelling;Studied at the University of Economy (Bydgoszcz, POL);Cross-country skier Justyna Kowalczyk (POL), five-time Olympic medallist (two gold, one silver, two bronze) over three Olympic Games (2006, 2010, 2014), eight-time world championship medallist;Personal coach, Wojciech Kulmatycki (POL);"""Dream big or go home."" (facebook.com)";paris-2024;2024
6786;STANKIEWICZ Aneta;POL;Poland;Cats, eating pizza;Graduated with a Master's degree in Physical Education from Casimir the Great University in Bydgoszcz (POL);Tennis player Novak Djokovic (SRB), has won an all-time record 24 Grand Slam men's singles titles (as of 10 SEP 2023), 2008 Olympic bronze medallist (singles), four-time Olympian (2008, 2012, 2016, 2020);"Her husband. ""He is a huge sports fan and motivates me to achieve the highest results.""  (Athlete, 12 Jun 2024)</p><p>Her coach, Tadeusz Czerwinsk (POL). ""He shaped me as a shooter."" (Athlete, 12 Jun 2024)";"""Make your life beautiful."" (Athlete, 12 Jun 2024)";paris-2024;2024
6787;PIOTROWSKA Julia Ewa;POL;Poland;Reading books, games, going to the gym;Graduated in 2023 with a Bachelor's degree of Shooting Coaching at the Academy of Physical Education in Wroclaw (POL);"Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze). </p><p>""He showed that anyone can be the best, regardless of origin or wealth."" (Athlete, 10 Feb 2024)";"Her coach Mateusz Pierko. ""He motivates and supports me every day.""";"""Trust the process."" (Athlete, 10 Feb 2024)";paris-2024;2024
6788;PIETRUK Aleksandra Anna;POL;Poland;Horse riding;Studies Psychology at the University of Economics and Human Sciences (Warsaw, POL);Shooter Renata Mauer-Rozanska (POL), three-time Olympic medallist (two gold, one bronze), four-time Olympian (1992, 1996, 2000, 2004), three-time world championship medallist (two silver, one bronze);Becoming a European junior champion in air rifle in 2020, and winning an Olympic quota place for Poland in 2024;"""Time is now."" (Athlete, 25 May 2024)";paris-2024;2024
6938;ABAROA Cesar;CHI;Chile;Reading;Studying Dietetics and Nutrition at Andres Bello National University, Santiago (CHI);"Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)";His grandmother;"""Nobody forces you to do what you do. Do it because you want to with pleasure, and enjoy it."" (Athlete, 23 Jul 2021)";paris-2024;2024
6948;KYRGYZBAYEV Gusman;KAZ;Kazakhstan;Spending time with friends, hiking, playing football;Sport Studies - Kazakh Academy of Sports and Tourism, Almaty, KAZ;Judoka Tadahiro Nomura (JPN), three-time Olympic champion (1996, 2000, 2004), two-time world championship medallist (1997 gold, 2003 bronze);His parents;"""Work hard and achieve your goal."" (almatysports, 1 Jan 2019)";paris-2024;2024
6951;SHARKHAN Nurlykhan;KAZ;Kazakhstan;Playing PlayStation, watching movies, sleeping;Physical Education at university;Judoka An Chang-Rim (KOR), 2020 Olympic -73kg bronze medallist, three-time world championship -73kg medallist (one gold, two bronze).</p><p>Judoka Magzhan Shamshadin (KAZ), 2022 Asian Games -60kg bronze medallist, 2015 World Junior champion (-55kg);"His mother. ""She is everything."" (Athlete, 10 Jun 2024)";"""Nothing is impossible, only cowards give up."" (Athlete, 10 Jun 2024)";paris-2024;2024
7033;MURPHY Ryan;USA;United States;Supporting the Jacksonville Jaguars American football team, sailing, stock trading, home improvement, golf;Graduated in 2017 with a Degree in Business Administration at University of California, Berkeley (USA);"Swimmer Nathan Adrian (USA), eight-time Olympic medallist (five gold, one silver, two bronze), 16-time world championship medallist (10 gold, four silver, two bronze).</p><p>Swimmer Lenny Krayzelburg (USA), four-time Olympic champion, three-time 1998 World Championships medallist (two gold, one silver).</p><p>Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)";His parents;"""You always want to keep the pleasure greater than the pressure."" (myInfo)";paris-2024;2024
7078;ENNIS Sarah;IRL;Ireland;Sailing, diving;Qualified as a Lab Technician before focusing on an equestrian career;Equestrian dressage rider Christopher Bartle (GBR), 1984 Olympian, 1986 World Cup Final silver medallist, 1997 European team eventing champion;Her husband, Niki Potterton, and coach Ian Fearon (IRL);"""Team work makes the dream work."" (myInfo)";paris-2024;2024
